mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar42,mvar43,mvar44,mvar46,mvar47,default_ind
1748.0,0.3101,0.0,0.0,0.0,0.0,1862.0,31.0,1983.0,2388.0,1952.0,1850.0,297300,194236.0,1.0,1.0,1.0,2.0,2.0,98.5,9850.0,98.5,471.0,548.0,548.0,30386.0,760.0,365.0,31.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.87465,0.0,1,1
1817.0,0.4374,0.0,0.0,0.0,0.0,8313.0,8313.0,31212.0,23530.0,27246.0,65707.0,59460,125758.0,1.0,1.0,1.0,0.0,0.0,69.43,10552.14,49.69,2525.0,4563.0,4563.0,30386.0,4563.0,3924.0,498.0,14.8333,0.0,0.0,4.0,5.0,3.0,0.0,0.0,6.0,0.77819,0.0,0,0
1749.0,0.6801,2.538,0.0,0.0,98.0,39169.0,99.0,297.0,43709.0,794.0,44.0,200182,86983.0,0.0,0.0,0.0,1.0,1.0,80.1,8010.0,67.0,106.0,152.0,152.0,122.0,6357.0,4958.0,7.0,6.0833,0.0,0.0,7.0,0.0,5.0,0.0,0.54545,6.0,0.65583,0.0,0,1
1731.0,1.2576,0.733,0.0,0.0,229.0,1510.0,516.0,4202.0,4950.0,675.0,3958.0,47568,130738.0,0.0,0.0,0.0,0.0,0.0,27.0,2101.85,21.02,342.0,456.0,456.0,30.0,4441.0,243.0,45.0,0.8333,0.0,0.0,19.0,0.0,15.0,0.0,0.21739,18.0,0.51684,0.0,0,1
1766.0,0.4001,0.368,0.0,0.0,297.0,4788.0,1964.0,15995.0,13057.0,7057.0,42975.0,47568,537319.0,0.0,0.0,0.0,0.0,0.0,67.82,4962.37,49.62,481.0,608.0,608.0,152.0,3833.0,3833.0,79.0,1.9167,1.0,1.0,4.0,0.0,8.0,0.0,0.23077,7.0,0.6362,0.0,1,0
1817.0,0.2393,0.0,0.0,0.0,0.0,12292.0,12292.0,13681.0,22068.0,10949.0,18288.0,0,199663.0,0.0,0.0,0.0,0.0,0.0,36.1,2728.91,1.25,1247.0,2798.0,2768.0,821.0,6935.0,3863.0,328.0,11.0,0.0,0.0,4.0,2.0,8.0,0.0,0.0,10.0,0.9077,0.0,0,0
1782.0,0.3455,0.0,0.0,0.0,841.0,14549.0,14549.0,142507.0,77487.0,12718.0,37924.0,131803,179371.0,0.0,0.0,0.0,1.0,2.0,29.64,6218.26,20.31,1715.0,5505.0,5505.0,1673.0,7118.0,5049.0,1071.0,13.0,0.0,0.0,11.0,14.0,4.0,0.0,0.05882,14.0,0.42914,0.0,1,0
1901.0,0.2851,0.0,0.0,0.0,496.0,17307.0,17307.0,66496.0,89892.0,8866.0,4762.0,39640,379017.0,0.0,0.0,0.0,0.0,0.0,19.05,2306.53,13.89,2312.0,5019.0,5019.0,30386.0,6327.0,4410.0,532.0,3.3333,0.0,0.0,6.0,2.0,6.0,0.0,0.0,14.0,0.79321,0.0,1,0
1818.0,0.0,0.0,0.0,0.0,65.0,10557.0,3964.0,61563.0,37931.0,31044.0,12261.0,47568,189219.0,0.0,1.0,1.0,4.0,4.0,82.55,5346.34,53.48,2406.0,7391.0,7057.0,30386.0,7391.0,2494.0,870.0,8.75,0.0,0.0,13.0,5.0,3.0,0.0,0.0,20.0,0.58387,0.0,0,1
1804.0,0.276,0.0,0.0,0.0,496.0,17129.0,17129.0,33000.0,41010.0,22402.0,129798.0,0,608870.0,0.0,0.0,0.0,1.0,2.0,39.05,9052.91,29.03,1556.0,3163.0,3163.0,730.0,4928.0,1247.0,665.0,0.4167,0.0,0.0,17.0,4.0,7.0,0.0,0.0,27.0,0.7209,0.0,1,0
1772.0,0.6164,9.537,7.364,0.0,297.0,793.0,725.0,5475.0,4944.0,234.0,12879.0,56487,161568.0,0.0,0.0,0.0,0.0,0.0,8.8,266.67,4.52,981.0,1612.0,1612.0,30.0,2251.0,1369.0,258.0,2.4167,0.0,0.0,26.0,0.0,5.0,0.0,0.10345,27.0,0.09729,1.0,1,0
1768.0,3.3359,0.268,0.0,0.0,0.0,16237.0,16237.0,24367.0,27506.0,14767.0,22780.0,123875,127924.0,1.0,1.0,1.0,4.0,4.0,40.76,7555.42,67.91,742.0,2646.0,2646.0,456.0,5597.0,2890.0,488.0,1.1667,0.0,0.0,17.0,8.0,13.0,0.0,0.225,24.0,0.27245,0.0,1,0
1722.0,1.9994,7.914,0.0,0.0,188.0,920.0,297.0,1667.0,1405.0,1001.0,1133.0,72343,99666.0,0.0,0.0,0.0,1.0,1.0,84.17,6733.33,67.33,380.0,395.0,395.0,0.0,9216.0,243.0,25.0,0.4167,0.0,0.0,2.0,0.0,5.0,0.0,0.33333,3.0,0.8925,0.0,0,0
1809.0,0.9701,0.0,0.0,0.0,285.0,6085.0,2016.0,10406.0,10290.0,6924.0,4670.0,42613,392641.0,0.0,0.0,0.0,2.0,2.0,70.98,5932.0,66.54,811.0,1004.0,1004.0,30386.0,1004.0,821.0,80.0,1.25,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.37918,0.0,1,0
1728.0,1.0349,0.707,0.0,0.0,28.0,695.0,366.0,1437.0,1475.0,657.0,2022.0,42613,24775.0,0.0,0.0,0.0,2.0,2.0,60.27,4572.41,60.27,335.0,548.0,548.0,30.0,7543.0,578.0,44.0,0.5833,0.0,0.0,4.0,0.0,6.0,0.0,0.14286,6.0,0.97394,0.0,0,0
1779.0,1.2891,0.368,0.0,0.0,85.0,51519.0,29730.0,94097.0,52580.0,16754.0,47668.0,89190,338806.0,0.0,0.0,0.0,3.0,3.0,54.19,9104.55,81.21,2296.0,4045.0,4045.0,152.0,6023.0,30.0,1585.0,10.1667,1.0,0.0,5.0,16.0,4.0,0.0,0.0625,5.0,0.79391,0.0,0,0
1811.0,0.0498,0.0,0.0,0.0,1001.0,15064.0,6680.0,43109.0,55493.0,16910.0,47799.0,247751,532374.0,0.0,0.0,0.0,0.0,0.0,59.25,4714.71,44.85,1080.0,2068.0,1065.0,30386.0,5505.0,639.0,213.0,3.9167,0.0,0.0,7.0,1.0,5.0,0.0,0.0625,14.0,0.45659,0.0,0,0
1777.0,3.8289,0.218,0.0,0.0,132.0,3286.0,3286.0,51600.0,23804.0,12149.0,14177.0,123875,308794.0,0.0,0.0,0.0,4.0,4.0,61.54,1930.77,43.36,1800.0,4988.0,3954.0,487.0,8152.0,4502.0,947.0,1.5833,0.0,0.0,17.0,10.0,9.0,0.0,0.08889,24.0,0.6172,0.0,0,0
1784.0,0.7114,6.466,0.0,0.0,271.0,10451.0,1090.0,96362.0,45931.0,11646.0,19824.0,89190,455860.0,0.0,0.0,0.0,3.0,3.0,81.42,5686.89,18.84,5182.0,10980.0,10433.0,30.0,10980.0,4441.0,2895.0,2.6667,2.0,0.0,11.0,15.0,5.0,0.0,0.09524,19.0,0.83166,0.0,1,0
1766.0,0.5084,0.0,0.0,0.0,0.0,20352.0,2973.0,54714.0,47225.0,23692.0,21839.0,123875,419193.0,6.0,6.0,6.0,10.0,11.0,86.52,0.0,54.41,3026.0,5475.0,5475.0,1065.0,5475.0,3893.0,1393.0,10.0,0.0,0.0,16.0,12.0,3.0,0.0,0.0,19.0,0.64373,0.0,0,1
1687.0,1.4479,1.372,0.0,0.0,3.0,7289.0,1735.0,10703.0,11522.0,8413.0,13929.0,56487,349531.0,0.0,0.0,0.0,2.0,2.0,78.6,9988.0,78.6,1361.0,2008.0,2008.0,30.0,2008.0,1612.0,179.0,0.75,0.0,0.0,11.0,0.0,1.0,0.0,0.09091,10.0,0.40563,0.0,0,1
1695.0,3.8439,31.708,13.956,0.0,121.0,740.0,686.0,4311.0,3089.0,1658.0,2611.0,72343,588026.0,0.0,0.0,0.0,1.0,1.0,63.82,2363.16,54.03,979.0,2707.0,2220.0,0.0,3772.0,2646.0,354.0,2.4167,0.0,0.0,8.0,4.0,7.0,0.0,0.5,5.0,0.50515,2.0,1,0
1815.0,0.2159,0.0,0.0,0.0,1982.0,29730.0,29730.0,90300.0,59031.0,62.0,17405.0,123875,396746.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.12,983.0,2890.0,2890.0,1460.0,4593.0,3255.0,517.0,9.0833,0.0,0.0,2.0,7.0,7.0,0.0,0.0,10.0,0.99166,0.0,0,0
1700.0,1.2001,5.435,0.0,0.0,45.0,56259.0,96.0,61698.0,80777.0,22002.0,31417.0,89190,187637.0,0.0,0.0,0.0,2.0,3.0,47.54,9290.0,46.61,2612.0,6144.0,6144.0,30.0,8091.0,3042.0,773.0,13.1667,1.0,0.0,7.0,7.0,2.0,1.0,0.13333,2.0,0.50132,0.0,0,1
1824.0,0.0,0.0,0.0,0.0,48.0,11502.0,399.0,58201.0,25533.0,29734.0,11407.0,56487,355191.0,0.0,0.0,0.0,7.0,7.0,95.77,9410.0,93.97,3105.0,8578.0,8578.0,2038.0,8578.0,4745.0,1123.0,9.5833,0.0,0.0,10.0,6.0,1.0,0.0,0.05,12.0,0.2603,0.0,1,0
1770.0,4.7848,0.0,0.0,0.0,144.0,30174.0,4955.0,40732.0,60724.0,7597.0,20426.0,89190,128830.0,0.0,0.0,0.0,0.0,0.0,47.81,2078.28,24.03,1170.0,3194.0,3194.0,669.0,3620.0,3315.0,1000.0,10.0,0.0,0.0,24.0,12.0,24.0,0.0,0.21429,33.0,0.65474,0.0,1,0
1741.0,4.3041,0.0,0.0,0.0,46.0,5355.0,2309.0,25518.0,34219.0,14778.0,15699.0,247751,279071.0,0.0,0.0,0.0,2.0,3.0,83.73,6357.25,60.5,798.0,1886.0,1886.0,1916.0,4015.0,1886.0,341.0,1.4167,0.0,0.0,11.0,1.0,23.0,0.0,0.125,26.0,0.61025,0.0,0,1
1800.0,3.0074,0.0,0.0,0.0,991.0,11893.0,9910.0,95205.0,31285.0,428.0,7460.0,247751,138448.0,0.0,0.0,0.0,0.0,0.0,14.4,216.0,0.73,2199.0,6327.0,6327.0,1217.0,6327.0,2859.0,723.0,17.1667,1.0,0.0,2.0,6.0,9.0,0.0,0.28,7.0,0.91594,0.0,0,0
1783.0,2.7186,2.415,0.0,0.0,596.0,59096.0,1572.0,66446.0,103936.0,1734.0,0.0,123875,551414.0,0.0,0.0,0.0,0.0,0.0,35.0,3500.0,24.29,1092.0,2555.0,2555.0,335.0,4502.0,1278.0,395.0,0.75,0.0,0.0,7.0,6.0,5.0,0.0,0.08333,12.0,0.61805,0.0,1,1
1746.0,0.3682,3.417,0.743,0.0,189.0,13394.0,509.0,20649.0,24759.0,10548.0,38461.0,89190,150632.0,0.0,0.0,0.0,3.0,3.0,86.89,8090.0,74.85,906.0,2525.0,2525.0,91.0,7939.0,1004.0,268.0,21.4167,0.0,0.0,7.0,5.0,2.0,0.0,0.25,6.0,0.90411,0.0,1,0
1667.0,0.1744,37.589,0.856,0.0,188.0,2473.0,1838.0,50233.0,10380.0,2541.0,2951.0,72343,96623.0,0.0,1.0,1.0,3.0,3.0,68.13,5250.0,156.2,3387.0,8182.0,8182.0,0.0,8182.0,4806.0,3228.0,0.75,1.0,0.0,18.0,24.0,2.0,0.0,0.1375,25.0,0.84233,0.0,0,1
1708.0,0.5362,4.944,1.982,0.0,1400.0,17281.0,17281.0,1487.0,1400.0,24968.0,12081.0,42613,425604.0,0.0,0.0,0.0,0.0,0.0,39.68,4640.0,5.8,1019.0,304.0,304.0,30.0,2829.0,2829.0,134.0,0.5833,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.37408,1.0,1,0
1765.0,2.7808,0.0,0.0,0.0,0.0,7565.0,2199.0,30753.0,19657.0,14081.0,26207.0,89190,574780.0,1.0,1.0,1.0,2.0,2.0,85.89,7055.21,71.22,1212.0,1278.0,1278.0,913.0,7756.0,5414.0,478.0,0.75,0.0,0.0,7.0,7.0,7.0,0.0,0.26923,7.0,0.40302,0.0,1,0
1738.0,1.4571,0.708,0.0,0.0,176.0,3250.0,592.0,15582.0,7354.0,21003.0,7666.0,89190,576034.0,0.0,0.0,0.0,0.0,0.0,92.91,2361.04,25.59,2776.0,335.0,335.0,243.0,11193.0,4654.0,1369.0,1.4167,0.0,0.0,5.0,12.0,7.0,0.0,0.42308,5.0,0.54112,0.0,0,0
1802.0,0.0634,0.0,0.0,0.0,436.0,4133.0,2448.0,14340.0,12986.0,3132.0,12456.0,123875,172434.0,0.0,0.0,0.0,0.0,0.0,29.46,2196.67,22.46,2612.0,4745.0,4745.0,791.0,6144.0,4563.0,687.0,11.3333,0.0,0.0,7.0,7.0,1.0,0.0,0.11111,7.0,0.235,0.0,1,0
1673.0,0.0,2.436,0.0,0.0,23.0,576.0,576.0,7176.0,2042.0,4473.0,3684.0,42613,148738.0,0.0,0.0,0.0,1.0,1.0,80.32,9908.18,71.55,1255.0,2585.0,2160.0,30.0,2616.0,2099.0,165.0,8.9167,1.0,0.0,10.0,0.0,7.0,1.0,0.33333,3.0,0.50131,0.0,1,0
1810.0,0.0,0.0,0.0,0.0,924.0,8138.0,4006.0,53985.0,42087.0,20378.0,18401.0,56487,341895.0,0.0,0.0,0.0,0.0,0.0,47.7,2080.9,39.37,1220.0,2373.0,2373.0,30386.0,2829.0,2829.0,642.0,10.25,0.0,0.0,15.0,3.0,6.0,0.0,0.0,19.0,0.25288,0.0,1,0
1849.0,0.1343,0.0,0.0,0.0,1189.0,14986.0,8198.0,40036.0,28656.0,6667.0,8020.0,56487,513834.0,0.0,0.0,0.0,0.0,0.0,44.85,4485.33,27.8,1764.0,3863.0,3863.0,30386.0,4806.0,1795.0,580.0,13.5833,0.0,0.0,3.0,8.0,3.0,0.0,0.0,10.0,0.97312,0.0,0,0
1735.0,0.1901,0.0,0.0,0.0,408.0,7486.0,408.0,991.0,7894.0,583.0,7743.0,42613,287390.0,0.0,0.0,0.0,0.0,0.0,58.8,5880.0,58.8,913.0,1399.0,1399.0,1764.0,3711.0,3711.0,60.0,15.8333,0.0,0.0,2.0,0.0,1.0,0.0,0.66667,2.0,0.96193,0.0,1,0
1719.0,0.3396,0.0,0.0,0.0,0.0,224.0,140.0,23978.0,651.0,18695.0,9704.0,89190,66397.0,4.0,4.0,4.0,11.0,11.0,98.77,9300.0,92.47,1340.0,4867.0,4867.0,608.0,4867.0,2890.0,705.0,2.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,13.0,0.17649,0.0,1,1
1736.0,0.7479,0.0,0.0,0.0,7.0,4229.0,1693.0,11198.0,8870.0,6061.0,10023.0,89190,435445.0,0.0,0.0,0.0,2.0,2.0,61.47,6588.89,58.81,1265.0,1825.0,1825.0,608.0,1825.0,608.0,208.0,0.1667,0.0,0.0,6.0,0.0,3.0,0.0,0.0,9.0,0.64097,0.0,1,0
1718.0,1.2371,2.04,0.0,0.0,174.0,9910.0,9910.0,297.0,10229.0,123.0,0.0,89190,171293.0,0.0,0.0,0.0,0.0,0.0,41.33,120.39,41.33,91.0,122.0,122.0,122.0,2829.0,669.0,6.0,17.8333,0.0,0.0,3.0,0.0,4.0,0.0,0.66667,3.0,0.55396,0.0,0,0
1689.0,0.2253,17.284,4.071,0.0,46.0,8755.0,211.0,2775.0,9012.0,933.0,4077.0,89190,190396.0,0.0,0.0,0.0,1.0,1.0,78.42,5740.0,78.42,925.0,2646.0,2646.0,0.0,8669.0,1095.0,152.0,21.5,0.0,1.0,5.0,2.0,3.0,0.0,0.375,2.0,0.93736,1.0,0,1
1865.0,0.1198,0.0,0.0,0.0,2478.0,7392.0,7104.0,38253.0,31462.0,3751.0,17700.0,72343,72849.0,0.0,0.0,0.0,0.0,0.0,12.16,1071.48,8.56,487.0,1247.0,1247.0,30386.0,1247.0,274.0,144.0,4.5,0.0,0.0,5.0,0.0,11.0,0.0,0.0,11.0,0.95599,0.0,0,0
1688.0,1.7748,23.575,7.295,7.066,7.0,5597.0,5597.0,2676.0,289.0,6046.0,1173.0,72343,438278.0,0.0,0.0,0.0,2.0,2.0,51.74,4859.2,97.2,892.0,3528.0,3528.0,0.0,5384.0,3498.0,176.0,9.6667,0.0,0.0,8.0,3.0,3.0,0.0,0.61111,2.0,0.76102,1.0,0,0
1795.0,0.3251,0.0,0.0,0.0,496.0,29753.0,7474.0,56887.0,80602.0,40216.0,26538.0,247751,1139650.0,0.0,1.0,1.0,2.0,2.0,70.94,6853.99,41.26,2045.0,4289.0,4228.0,1186.0,9338.0,1855.0,874.0,6.25,0.0,0.0,14.0,8.0,7.0,0.0,0.0,24.0,0.60897,0.0,0,0
1769.0,2.5057,0.362,0.0,0.0,496.0,8601.0,3964.0,22266.0,38904.0,2757.0,3633.0,59460,76307.0,0.0,0.0,0.0,0.0,0.0,47.55,2905.56,6.16,1351.0,3772.0,3772.0,304.0,4015.0,3528.0,533.0,8.8333,0.0,0.0,11.0,8.0,5.0,0.0,0.60606,13.0,0.69359,0.0,0,0
1930.0,0.054,0.0,0.0,0.0,8919.0,25524.0,24993.0,134847.0,125337.0,2283.0,14761.0,89190,302496.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,2.73,2846.0,6479.0,6479.0,30386.0,7330.0,1338.0,1310.0,8.9167,0.0,0.0,5.0,10.0,4.0,0.0,0.0,9.0,0.9193,0.0,1,0
1869.0,0.0,0.0,0.0,0.0,496.0,148650.0,13192.0,164781.0,222451.0,1464.0,52005.0,59460,124767.0,0.0,0.0,0.0,0.0,1.0,3.97,26.04,2.06,3054.0,10007.0,10007.0,30386.0,10007.0,4076.0,1707.0,17.9167,0.0,0.0,7.0,10.0,5.0,0.0,0.03333,15.0,0.98997,0.0,1,0
1875.0,0.1581,0.0,0.0,0.0,482.0,15348.0,15348.0,48361.0,37823.0,5069.0,18255.0,89190,450905.0,0.0,0.0,0.0,0.0,0.0,13.22,1496.09,13.98,1256.0,3285.0,3285.0,30386.0,3498.0,1734.0,289.0,0.0833,0.0,0.0,7.0,4.0,5.0,0.0,0.0,12.0,0.91762,0.0,1,0
1814.0,0.0905,0.173,0.0,0.0,6432.0,15302.0,15302.0,99946.0,33967.0,6073.0,26098.0,123875,182840.0,0.0,0.0,0.0,0.0,0.0,12.04,2273.81,6.77,2361.0,2920.0,2920.0,335.0,7178.0,2464.0,1009.0,0.8333,0.0,0.0,7.0,9.0,3.0,0.0,0.0,13.0,0.31318,0.0,1,0
1948.0,0.0,0.0,0.0,0.0,2478.0,52216.0,17838.0,135394.0,201897.0,4678.0,27189.0,346850,124861.0,0.0,0.0,0.0,0.0,0.0,9.63,2176.5,4.56,2793.0,10433.0,10433.0,30386.0,10433.0,3285.0,1010.0,7.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,18.0,0.4217,0.0,0,0
1910.0,0.4645,0.0,0.0,0.0,4275.0,20098.0,14865.0,84666.0,112675.0,7458.0,42133.0,323066,242760.0,0.0,0.0,0.0,0.0,0.0,16.58,1568.51,9.96,2707.0,3498.0,3255.0,30386.0,13475.0,882.0,890.0,6.9167,0.0,0.0,9.0,6.0,4.0,0.0,0.0,14.0,0.40544,0.0,1,0
1767.0,0.5234,0.0,0.0,0.0,162.0,2690.0,1982.0,17287.0,9968.0,151.0,936.0,123875,500407.0,0.0,0.0,0.0,0.0,0.0,45.67,0.0,3.38,1186.0,1977.0,1977.0,2099.0,6783.0,5323.0,273.0,1.4167,0.0,0.0,3.0,3.0,4.0,0.0,0.18182,7.0,0.80001,0.0,0,0
1805.0,1.8851,0.424,0.0,0.0,3622.0,20001.0,17717.0,57379.0,55909.0,7796.0,35722.0,118920,890909.0,0.0,0.0,0.0,0.0,0.0,26.76,383.33,24.74,3437.0,6753.0,6753.0,30.0,11285.0,3589.0,565.0,6.5,1.0,0.0,3.0,4.0,2.0,0.0,0.0,4.0,0.88227,0.0,0,0
1767.0,0.993,0.0,0.0,0.0,0.0,9922.0,4955.0,21569.0,22583.0,13517.0,8487.0,39640,1659925.0,2.0,3.0,3.0,5.0,5.0,102.56,6429.79,65.62,1011.0,3285.0,3285.0,30386.0,3528.0,2281.0,266.0,9.5,0.0,0.0,9.0,2.0,8.0,0.0,0.0,14.0,0.87573,0.0,0,0
1869.0,1.8406,0.0,0.0,0.0,1487.0,64415.0,64415.0,416733.0,175334.0,14035.0,51856.0,198200,191619.0,0.0,0.0,0.0,0.0,0.0,19.4,1088.55,3.3,1399.0,5049.0,5049.0,30386.0,10311.0,3194.0,2574.0,27.5833,0.0,0.0,2.0,35.0,17.0,0.0,0.0,19.0,0.5358,0.0,1,0
1759.0,0.5665,0.0,0.0,0.0,4467.0,5946.0,5946.0,12172.0,5015.0,3448.0,1610.0,84235,144742.0,0.0,0.0,0.0,0.0,0.0,39.89,4073.77,40.74,1673.0,669.0,152.0,517.0,9581.0,548.0,165.0,0.25,0.0,0.0,2.0,1.0,5.0,0.0,0.27273,3.0,0.86002,0.0,0,0
1767.0,0.2951,0.0,0.0,0.0,158.0,10661.0,2745.0,14862.0,17651.0,5060.0,8367.0,69370,284017.0,0.0,0.0,0.0,0.0,0.0,54.82,4839.81,26.57,692.0,669.0,669.0,30.0,7969.0,1095.0,91.0,0.5833,0.0,0.0,7.0,1.0,8.0,0.0,0.3125,8.0,0.96033,0.0,0,0
1733.0,1.9019,0.0,0.0,0.0,0.0,16322.0,2973.0,42629.0,36362.0,26923.0,11536.0,123875,299453.0,1.0,1.0,1.0,6.0,6.0,77.11,7828.21,66.61,1644.0,3194.0,3103.0,913.0,3194.0,183.0,865.0,2.1667,0.0,0.0,16.0,7.0,8.0,0.0,0.04167,23.0,0.51151,0.0,1,1
1702.0,0.953,0.52,0.0,0.0,68.0,804.0,793.0,5500.0,3678.0,1387.0,9567.0,198200,186860.0,0.0,0.0,0.0,1.0,1.0,48.76,2091.67,31.82,847.0,1278.0,1278.0,30.0,1399.0,61.0,167.0,0.25,1.0,1.0,6.0,0.0,3.0,0.0,0.09091,8.0,0.90783,0.0,0,0
1756.0,1.6444,0.62,0.0,0.0,46.0,6516.0,182.0,9018.0,7576.0,961.0,1461.0,246759,66309.0,0.0,0.0,0.0,1.0,1.0,80.83,8083.33,90.8,1743.0,3103.0,3103.0,487.0,5597.0,639.0,573.0,3.0,0.0,0.0,3.0,8.0,5.0,0.0,0.26667,5.0,0.5758,0.0,1,0
1739.0,0.3995,1.88,0.854,0.0,49.0,24893.0,803.0,15876.0,37233.0,8638.0,56802.0,495500,568824.0,0.0,0.0,0.0,3.0,3.0,79.09,8380.0,54.41,1359.0,2160.0,2160.0,152.0,2190.0,2190.0,268.0,5.5833,1.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,0.54312,0.0,0,0
1738.0,1.1806,2.205,0.0,0.0,283.0,6025.0,2917.0,9514.0,18612.0,2430.0,13478.0,69370,76604.0,0.0,0.0,0.0,0.0,0.0,37.14,3550.0,29.92,610.0,1430.0,1430.0,30.0,2738.0,2190.0,321.0,8.5,0.0,0.0,10.0,4.0,10.0,0.0,0.38889,18.0,0.56019,0.0,1,0
1824.0,1.9656,0.0,0.0,0.0,0.0,8291.0,8291.0,46151.0,36497.0,8740.0,36332.0,0,51822.0,0.0,0.0,0.0,1.0,1.0,26.28,1422.37,17.45,843.0,2768.0,1247.0,1034.0,2890.0,760.0,277.0,2.6667,0.0,0.0,7.0,0.0,8.0,0.0,0.03704,18.0,0.61509,0.0,0,0
1760.0,0.4501,7.614,0.0,0.0,123.0,3031.0,1846.0,297.0,4081.0,2941.0,215.0,116938,199314.0,0.0,0.0,0.0,0.0,0.0,38.32,4151.63,32.67,342.0,122.0,122.0,0.0,3011.0,3011.0,45.0,2.3333,0.0,0.0,20.0,1.0,8.0,0.0,0.24,20.0,0.76347,0.0,1,0
1899.0,1.1171,0.0,0.0,0.0,991.0,25017.0,14865.0,21307.0,79302.0,6622.0,14290.0,89190,360920.0,0.0,0.0,0.0,0.0,0.0,61.87,0.0,0.0,2571.0,4928.0,3893.0,30386.0,6965.0,4198.0,1268.0,2.5833,0.0,0.0,4.0,13.0,2.0,0.0,0.0,12.0,0.94868,0.0,1,0
1676.0,1.5037,22.613,0.0,0.0,250.0,17289.0,17289.0,496.0,11832.0,1290.0,946.0,247751,133853.0,0.0,0.0,0.0,0.0,0.0,6.85,4960.0,49.6,2213.0,304.0,304.0,0.0,3924.0,3833.0,291.0,1.5833,1.0,0.0,11.0,3.0,5.0,1.0,0.90909,2.0,0.98357,0.0,0,0
1558.0,1.8384,16.985,2.324,0.0,201.0,201.0,201.0,297.0,201.0,96.0,827.0,29730,187381.0,0.0,0.0,0.0,0.0,0.0,32.33,3233.33,173.0,913.0,2008.0,2008.0,0.0,2008.0,426.0,120.0,0.5833,1.0,2.0,5.0,0.0,6.0,0.0,0.75,0.0,0.99527,1.0,0,1
1779.0,1.2098,0.0,0.0,0.0,545.0,2164.0,1992.0,9631.0,9295.0,3211.0,4304.0,89190,247750.0,0.0,0.0,0.0,0.0,0.0,55.86,3903.61,39.04,1176.0,517.0,517.0,1612.0,5232.0,3437.0,232.0,4.75,0.0,0.0,3.0,2.0,9.0,0.0,0.0,9.0,0.44612,0.0,0,0
1709.0,1.6497,2.045,0.0,0.0,0.0,4582.0,2973.0,21808.0,19957.0,8745.0,6947.0,29730,34883.0,2.0,2.0,2.0,4.0,5.0,81.66,6489.29,48.89,1490.0,2616.0,2616.0,30.0,2616.0,882.0,392.0,2.3333,0.0,0.0,11.0,1.0,6.0,0.0,0.05556,16.0,0.4772,0.0,0,1
1884.0,0.2228,0.0,0.0,0.0,2478.0,30470.0,24261.0,214259.0,61172.0,8756.0,30046.0,123875,279469.0,0.0,0.0,0.0,0.0,0.0,21.29,1839.67,5.9,1414.0,4654.0,4654.0,30386.0,8334.0,4684.0,976.0,9.9167,0.0,0.0,2.0,10.0,3.0,0.0,0.0,12.0,0.94759,0.0,0,0
1738.0,1.0903,0.0,0.0,0.0,0.0,3667.0,3667.0,8970.0,5082.0,5190.0,1942.0,89190,178380.0,1.0,1.0,1.0,4.0,4.0,58.19,5818.89,58.19,268.0,395.0,395.0,1156.0,3863.0,1399.0,44.0,2.6667,0.0,0.0,17.0,0.0,13.0,0.0,0.10526,17.0,0.37199,0.0,0,1
1769.0,3.0896,0.0,0.0,0.0,294.0,8671.0,371.0,9142.0,7855.0,5344.0,8469.0,72343,294933.0,0.0,0.0,0.0,2.0,2.0,78.33,5930.26,60.09,773.0,1095.0,548.0,821.0,4684.0,3711.0,127.0,4.8333,0.0,0.0,9.0,2.0,10.0,0.0,0.2381,12.0,0.74776,0.0,1,0
1683.0,0.4159,2.256,0.0,0.968,18.0,1417.0,117.0,7887.0,2450.0,2613.0,2448.0,72343,130229.0,0.0,1.0,1.0,4.0,4.0,90.86,8127.27,112.21,1095.0,3315.0,2677.0,61.0,3315.0,3255.0,216.0,1.4167,1.0,1.0,8.0,3.0,4.0,0.0,0.44444,6.0,0.41924,0.0,1,0
1818.0,0.3481,0.0,0.0,0.0,496.0,15063.0,15063.0,49714.0,57134.0,2003.0,26423.0,89190,421825.0,0.0,0.0,0.0,0.0,0.0,36.91,0.0,4.21,2559.0,5171.0,5171.0,30386.0,6996.0,2646.0,1262.0,14.75,0.0,0.0,3.0,11.0,2.0,0.0,0.10526,12.0,0.80118,0.0,1,0
1789.0,0.7724,0.0,0.0,0.0,0.0,21501.0,19622.0,219665.0,102466.0,48506.0,61098.0,123875,451898.0,2.0,2.0,2.0,4.0,5.0,63.09,11349.32,45.24,2103.0,8882.0,8882.0,1490.0,8882.0,6661.0,2004.0,0.6667,0.0,0.0,17.0,19.0,8.0,0.0,0.02083,24.0,0.56709,0.0,0,0
